SMILES,CANON_SMILES,MolecularFormula,MolecularWeight,Exp_logp
OC(=O)CCN1CCCCC1,O=C(O)CCN1CCCCC1,C8H15NO2,157.213,-2.45
Clc1ccc(cc1)C2OC2c3ccccc3,Clc1ccc(C2OC2c2ccccc2)cc1,C14H11ClO,230.694,4.54
NN(CCC#N)c1oc2ccccc2n1,N#CCCN(N)c1nc2ccccc2o1,C10H10N4O,202.217,0.9
Cc1ccc2oc(nc2c1)N(N)CCC#N,Cc1ccc2oc(N(N)CCC#N)nc2c1,C11H12N4O,216.244,1.48
COc1ccc2oc(nc2c1)N(N)CCC#N,COc1ccc2oc(N(N)CCC#N)nc2c1,C11H12N4O2,232.243,0.98
CC(C)(C)c1ccc2oc(nc2c1)N(N)CCC#N,CC(C)(C)c1ccc2oc(N(N)CCC#N)nc2c1,C14H18N4O,258.325,2.82
CSc1ccc2oc(nc2c1)N(N)CCC#N,CSc1ccc2oc(N(N)CCC#N)nc2c1,C11H12N4OS,248.311,1.5
NN(CCC#N)c1oc2ccc(cc2n1)C(F)(F)F,N#CCCN(N)c1nc2cc(C(F)(F)F)ccc2o1,C11H9F3N4O,270.214,1.72
C(CN(N)c1oc2c(cc(Cl)cc2)n1)C(#N),N#CCCN(N)c1nc2cc(Cl)ccc2o1,C10H9ClN4O,236.662,1.72
[O-][N+](=O)c1oc(C=C)cc1,C=Cc1ccc([N+](=O)[O-])o1,C6H5NO3,139.11,1.61
COC(=O)C(=Cc1ccc(I)o1)N(=O)(=O),COC(=O)C(=Cc1ccc(I)o1)[N+](=O)[O-],C8H6INO5,323.042,3
COC(=O)C(=Cc1ccc(C(=O)OC)o1)N(=O)(=O),COC(=O)C(=Cc1ccc(C(=O)OC)o1)[N+](=O)[O-],C10H9NO7,255.182,1.87
c1ccc(COP2(=O)OC3C(O)C(n4c5ncnc(N)c5nc4)OC3CO2)cc1,Nc1ncnc2c1ncn2C1OC2COP(=O)(OCc3ccccc3)OC2C1O,C17H18N5O6P,419.334,1.15
CCC(O)CCC(F)(F)F,CCC(O)CCC(F)(F)F,C6H11F3O,156.147,1.7
CCCCC(=O)Oc1ccc(CC(N)C(O)=O)cc1,CCCCC(=O)Oc1ccc(CC(N)C(=O)O)cc1,C14H19NO4,265.309,0.07
CCOC1(c2ccccc2)OC(C)CN(C)C1,CCOC1(c2ccccc2)CN(C)CC(C)O1,C14H21NO2,235.327,2.23
CS(=O)c1sc(C(#N))cc1C(#N),CS(=O)c1sc(C#N)cc1C#N,C7H4N2OS2,196.256,1.31
CCS(=O)c1sc(C(#N))cc1C(#N),CCS(=O)c1sc(C#N)cc1C#N,C8H6N2OS2,210.283,1.78
CCCS(=O)c1sc(C(#N))cc1C(#N),CCCS(=O)c1sc(C#N)cc1C#N,C9H8N2OS2,224.31,2.18
CCCCS(=O)c1sc(C(#N))cc1C(#N),CCCCS(=O)c1sc(C#N)cc1C#N,C10H10N2OS2,238.337,2.64
CS(=O)c1sc(C(#N))c(Cl)c1C(#N),CS(=O)c1sc(C#N)c(Cl)c1C#N,C7H3ClN2OS2,230.701,2.15
CCCS(=O)c1sc(C(#N))c(Cl)c1C(#N),CCCS(=O)c1sc(C#N)c(Cl)c1C#N,C9H7ClN2OS2,258.755,2.95
CCCCS(=O)c1sc(C(#N))c(Cl)c1C(#N),CCCCS(=O)c1sc(C#N)c(Cl)c1C#N,C10H9ClN2OS2,272.782,3.44
CCS(=O)c1sc(C(=O)C)c(Cl)c1C(#N),CCS(=O)c1sc(C(C)=O)c(Cl)c1C#N,C9H8ClNO2S2,261.755,2.64
CC[S](=O)c1sc(C#N)c(C)c1C(C)=O,CCS(=O)c1sc(C#N)c(C)c1C(C)=O,C10H11NO2S2,241.337,2.22
CC(=O)c1sc(c(c1C)c2ccccc2)[S](C)=O,CC(=O)c1sc(S(C)=O)c(-c2ccccc2)c1C,C14H14O2S2,278.398,3.26
CC[S](=O)c1sc(C(C)=O)c(N)c1C#N,CCS(=O)c1sc(C(C)=O)c(N)c1C#N,C9H10N2O2S2,242.325,1.82
CC(=O)c2sc(S(=O)C)c(C(#N))c2c1ccc(Cl)cc1,CC(=O)c1sc(S(C)=O)c(C#N)c1-c1ccc(Cl)cc1,C14H10ClNO2S2,323.826,3.31
CCOC(=O)c1sc(c(c1)C#N)[S](C)=O,CCOC(=O)c1cc(C#N)c(S(C)=O)s1,C9H9NO3S2,243.309,2.27
Cc2c(C(=O)C)sc(S(=O)C)c2c1ccc(Cl)cc1,CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1C,C14H13ClO2S2,312.843,3.82
COc1c(sc(c1C#N)[S](C)=O)C#N,COc1c(C#N)sc(S(C)=O)c1C#N,C8H6N2O2S2,226.282,2.02
Cc1c(c2ccccc2)c(S(=O)C)sc1C(#N),Cc1c(C#N)sc(S(C)=O)c1-c1ccccc1,C13H11NOS2,261.371,3.36
Cc1c(c2ccc(Cl)cc2)c(S(=O)C)sc1C(#N),Cc1c(C#N)sc(S(C)=O)c1-c1ccc(Cl)cc1,C13H10ClNOS2,295.816,3.8
CC(=O)c1sc(S(=O)C)c(c2ccc(Cl)cc2)c1N,CC(=O)c1sc(S(C)=O)c(-c2ccc(Cl)cc2)c1N,C13H12ClNO2S2,313.831,3.18
C[S](=O)c1sccc1C#N,CS(=O)c1sccc1C#N,C6H5NOS2,171.246,0.96
C[S](=O)c1cscc1,CS(=O)c1ccsc1,C5H6OS2,146.236,0.91
C[S](=O)c1sccc1,CS(=O)c1cccs1,C5H6OS2,146.236,0.91
C[S](=O)c1sccc1Br,CS(=O)c1sccc1Br,C5H5BrOS2,225.132,1.71
CC[S](=O)c1sc(cc1)C(C)=O,CCS(=O)c1ccc(C(C)=O)s1,C8H10O2S2,202.3,1.31
CC[S](=O)c1sc(C#N)c(OC)c1C#N,CCS(=O)c1sc(C#N)c(OC)c1C#N,C9H8N2O2S2,240.309,2.35
CCS(=O)c1sc(Cl)cc1C(#N),CCS(=O)c1sc(Cl)cc1C#N,C7H6ClNOS2,219.718,2.31
CC[S](=O)c1sc(C(C)=O)c(C)c1C#N,CCS(=O)c1sc(C(C)=O)c(C)c1C#N,C10H11NO2S2,241.337,2.22
CCS(=O)c1c(S(=O)(=O)C)cc(Cl)cc1,CCS(=O)c1ccc(Cl)cc1S(C)(=O)=O,C9H11ClO3S2,266.771,2.31
CCS(=O)c1c(Cl)cncc1Cl,CCS(=O)c1c(Cl)cncc1Cl,C7H7Cl2NOS,224.112,2.1
CCS(=O)c1nc2c(cccc2)cc1,CCS(=O)c1ccc2ccccc2n1,C11H11NOS,205.282,2.43
CCS(=O)c1nc(C)cc(C)c1C(#N),CCS(=O)c1nc(C)cc(C)c1C#N,C10H12N2OS,208.286,1.77
CCS(=O)c1nc2c(cccc2)nc1,CCS(=O)c1cnc2ccccc2n1,C10H10N2OS,206.27,2.29
C[S](=O)c1nc(cc(n1)C(F)(F)F)c2ccccc2,CS(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,C12H9F3N2OS,286.278,3.01
CC1CCCN(N=O)C1=O,CC1CCCN(N=O)C1=O,C6H10N2O2,142.158,-0.66
O=C(COc1ccc(Cl)cc1C)OCCCCCC(C)C,Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,C17H25ClO3,312.837,6.7
CO[P](=S)(OC)Oc1ccc(SC)cc1,COP(=S)(OC)Oc1ccc(SC)cc1,C9H13O3PS2,264.308,3.74
FC(F)(F)c1ccccc1N2C(=O)CCC2=O,O=C1CCC(=O)N1c1ccccc1C(F)(F)F,C11H8F3NO2,243.184,0.76
FC(F)(F)c1ccc(cc1)N2C(=O)CCC2=O,O=C1CCC(=O)N1c1ccc(C(F)(F)F)cc1,C11H8F3NO2,243.184,1.45
O=C1CCC(=O)N1c2cccc(c2)C#N,N#Cc1cccc(N2C(=O)CCC2=O)c1,C11H8N2O2,200.197,0.02
Cc1sc(Cc2ccc(O)cc2)nc1,Cc1cnc(Cc2ccc(O)cc2)s1,C11H11NOS,205.282,2.62
COc1ccccc1N2C(=O)CCC2=O,COc1ccccc1N1C(=O)CCC1=O,C11H11NO3,205.213,-0.02
CCSC(=O)Oc1c2ncccc2ccc1,CCSC(=O)Oc1cccc2cccnc12,C12H11NO2S,233.292,2.74
CNc1ccc(cc1)C(=O)OCCN(C)C,CNc1ccc(C(=O)OCCN(C)C)cc1,C12H18N2O2,222.288,1.95
CCCCOCc1c(O)c(C)ncc1CO,CCCCOCc1c(CO)cnc(C)c1O,C12H19NO3,225.288,1.34
N[S](=O)(=O)c1ccc2NC(Cc3ccccc3)N[S](=O)(=O)c2c1,NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(Cc1ccccc1)N2,C14H15N3O4S2,353.425,1.03
CCCCCCC1OC(=O)c2ccccc12,CCCCCCC1OC(=O)c2ccccc21,C14H18O2,218.296,3.55
CC(C)c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,CC(C)c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,C15H22O6,298.335,0.65
Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccn3,Oc1ccc(C(c2ccc(O)cc2)c2ccccn2)cc1,C18H15NO2,277.323,2.84
Oc1ccc(cc1)C(c2ccc(O)cc2)c3cccnc3,Oc1ccc(C(c2ccc(O)cc2)c2cccnc2)cc1,C18H15NO2,277.323,3.13
Oc1ccc(cc1)C(c2ccncc2)c3ccc(O)cc3,Oc1ccc(C(c2ccncc2)c2ccc(O)cc2)cc1,C18H15NO2,277.323,3.24
CCCCCOC(=O)c1cccnc1,CCCCCOC(=O)c1cccnc1,C11H15NO2,193.246,2.55
Cc1ccc(cc1)C(O)(Cn2ccnc2)c3ccc(Br)cc3,Cc1ccc(C(O)(Cn2ccnc2)c2ccc(Br)cc2)cc1,C18H17BrN2O,357.251,3.55
COc1ccc(cc1)C(O)(Cn2ccnc2)c3ccc(Br)cc3,COc1ccc(C(O)(Cn2ccnc2)c2ccc(Br)cc2)cc1,C18H17BrN2O2,373.25,4.02
COc2cc(C=NO)ccc2OCCOC(=O)c1ccccc1OC,COc1cc(C=NO)ccc1OCCOC(=O)c1ccccc1OC,C18H19NO6,345.351,2.84
c1cc(COc3ccc(Cl)cc3)cc(CN2CCOCC2)c1,Clc1ccc(OCc2cccc(CN3CCOCC3)c2)cc1,C18H20ClNO2,317.816,3.52
CC(C)C(Nc1ccccc1)C(=O)OCc2ccccc2,CC(C)C(Nc1ccccc1)C(=O)OCc1ccccc1,C18H21NO2,283.371,4.41
CCN(CC)Cc1ccc(cc1)C(=O)Nc2ccccc2,CCN(CC)Cc1ccc(C(=O)Nc2ccccc2)cc1,C18H22N2O,282.387,3.49
CCN(CCO)Cc1cccc(COc2ccccc2)c1,CCN(CCO)Cc1cccc(COc2ccccc2)c1,C18H23NO2,285.387,3.04
CCC(=O)OC(CNC(C)C)COc1ccccc1OCC=C,C=CCOc1ccccc1OCC(CNC(C)C)OC(=O)CC,C18H27NO4,321.417,3.76
CC(C(=O)OCC(=O)N(C)C)c1ccc2cc(ccc2c1)C(C)=O,CC(=O)c1ccc2cc(C(C)C(=O)OCC(=O)N(C)C)ccc2c1,C19H21NO4,327.38,2.05
CC42C(O)C(F)CC4C1C(c3c(CC1)cc(O)cc3)C(OC)C2,COC1CC2(C)C(O)C(F)CC2C2CCc3cc(O)ccc3C12,C19H25FO3,320.404,2.35
CCCCCCN(CCCCCC)C(=O)COC(=O)c1ccccc1,CCCCCCN(CCCCCC)C(=O)COC(=O)c1ccccc1,C21H33NO3,347.499,6.53
CCOC(=O)CON=Cc1cc(OC)c(OCCOC(=O)c2ccccc2OC)cc1,CCOC(=O)CON=Cc1ccc(OCCOC(=O)c2ccccc2OC)c(OC)c1,C22H25NO8,431.441,3.27
CC(=O)C(c4ccccc4)C(=O)ON=C(C)C12CC3CC(C1)CC(C2)C3,CC(=O)C(C(=O)ON=C(C)C12CC3CC(CC(C3)C1)C2)c1ccccc1,C22H27NO3,353.462,4.64
CN(C)CCCCN(Cc1ccc(cc1)C(C)(C)C)c2ccccc2,CN(C)CCCCN(Cc1ccc(C(C)(C)C)cc1)c1ccccc1,C23H34N2,338.539,5.53
COc1cc(C)c2CCC(NC3OCC(O)C(O)C3O)C4=CC(=O)C(=CC=C4c2c1OC)SC,COc1cc(C)c2c(c1OC)-c1ccc(SC)c(=O)cc1C(NC1OCC(O)C(O)C1O)CC2,C25H31NO7S,489.59,1.4
CCC(C(=O)OCCc2ccccc2)C(COC(=O)c3ccccc3)Cc1n(C)cnc1,CCC(C(=O)OCCc1ccccc1)C(COC(=O)c1ccccc1)Cc1cncn1C,C26H30N2O4,434.536,4.6
CCCN(C)CC(F)(F)F,CCCN(C)CC(F)(F)F,C6H12F3N,155.163,2.18
NC(=O)Cc1ccc(cc1)C(O)=O,NC(=O)Cc1ccc(C(=O)O)cc1,C9H9NO3,179.175,0.3
CCOP(=O)(O)Cc1ccc(Cl)cc1,CCOP(=O)(O)Cc1ccc(Cl)cc1,C9H12ClO3P,234.619,1.6
CCO[P](O)(=O)Cc1ccc(F)cc1,CCOP(=O)(O)Cc1ccc(F)cc1,C9H12FO3P,218.164,1.25
CCO[P](O)(=O)Cc1ccc(cc1)[S](C)(=O)=O,CCOP(=O)(O)Cc1ccc(S(C)(=O)=O)cc1,C10H15O5PS,278.266,-0.4
Cc1nc(N)sc1C(=O)CCN2CCCC2,Cc1nc(N)sc1C(=O)CCN1CCCC1,C11H17N3OS,239.344,1.74
CCN(CC)CCC(=O)c1sc(N)nc1C,CCN(CC)CCC(=O)c1sc(N)nc1C,C11H19N3OS,241.36,1.76
Cc1nc(N)sc1C(=O)CCN2CCCCC2,Cc1nc(N)sc1C(=O)CCN1CCCCC1,C12H19N3OS,253.371,2.13
CNc1sc(C(=O)CCN2CCCC2)c(C)n1,CNc1nc(C)c(C(=O)CCN2CCCC2)s1,C12H19N3OS,253.371,1.86
CNc1sc(C(=O)CCN2CCOCC2)c(C)n1,CNc1nc(C)c(C(=O)CCN2CCOCC2)s1,C12H19N3O2S,269.37,0.95
CNc1sc(C(=O)CCN2CCCCC2)c(C)n1,CNc1nc(C)c(C(=O)CCN2CCCCC2)s1,C13H21N3OS,267.398,2.21
COc1ccc2c(OC(=C(C)C2=O)C(C)C)c1,COc1ccc2c(=O)c(C)c(C(C)C)oc2c1,C14H16O3,232.279,3.39
CNC12c3c(cccc3)C(O)CC1CCCC2,CNC12CCCCC1CC(O)c1ccccc12,C15H21NO,231.339,1.84
CC(N1C(=O)C2CC=CCC2C1=O)C(=O)CCN(C)C,CC(C(=O)CCN(C)C)N1C(=O)C2CC=CCC2C1=O,C15H22N2O3,278.352,0.77
CCON=C(CCC)C1C(=O)OC2(CC1(=O))CCSCC2,CCCC(=NOCC)C1C(=O)CC2(CCSCC2)OC1=O,C15H23NO4S,313.419,2.9
CCN(C)C(=O)c1cccc(Oc2ccccc2)c1,CCN(C)C(=O)c1cccc(Oc2ccccc2)c1,C16H17NO2,255.317,2.98
CC(C)(C)C(COc1ccc(F)cc1)OC(=S)n2ccnc2,CC(C)(C)C(COc1ccc(F)cc1)OC(=S)n1ccnc1,C16H19FN2O2S,322.405,4.37
CC(C)(C)C(COc1ccc(I)cc1)OC(=O)n2ccnc2,CC(C)(C)C(COc1ccc(I)cc1)OC(=O)n1ccnc1,C16H19IN2O3,414.243,4.3
Cc1ccc(c(C)c1)C(=O)CCN2CCCCC2,Cc1ccc(C(=O)CCN2CCCCC2)c(C)c1,C16H23NO,245.366,3.71
Cc1cccc(C)c1C(=O)CCN2CCCCC2,Cc1cccc(C)c1C(=O)CCN1CCCCC1,C16H23NO,245.366,3.53
CC(C)(CN1CCCCC1)C(=O)c2ccccc2,CC(C)(CN1CCCCC1)C(=O)c1ccccc1,C16H23NO,245.366,3.78
CC(CN1CCCCC1)C(=O)c2ccccc2C,Cc1ccccc1C(=O)C(C)CN1CCCCC1,C16H23NO,245.366,3.69
CCOc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,CCOc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,C18H24N2O3S,348.468,4.58
C1CCN(CCC(=O)CN2C(=O)C(c3ccc(Cl)cc3)CC2(=O))CC1,O=C(CCN1CCCCC1)CN1C(=O)CC(c2ccc(Cl)cc2)C1=O,C19H23ClN2O3,362.857,2.23
CCCOc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,CCCOc1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,C19H26N2O3S,362.495,5.03
CC(C)Oc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,CC(C)Oc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,C19H26N2O4,346.427,4.08
COc1ccc2cc(ccc2c1)C(C)C(=O)Oc3ccccc3,COc1ccc2cc(C(C)C(=O)Oc3ccccc3)ccc2c1,C20H18O3,306.361,5.17
CCCOC(=O)n1c(NC(=O)OC)nc2cc(ccc12)C(=O)c3ccccc3,CCCOC(=O)n1c(NC(=O)OC)nc2cc(C(=O)c3ccccc3)ccc21,C20H19N3O5,381.388,3.43
COc1cccc(C(=O)NC2CCN(CC2)Cc3ccc(F)cc3)c1OC,COc1cccc(C(=O)NC2CCN(Cc3ccc(F)cc3)CC2)c1OC,C21H25FN2O3,372.44,2.87
CCCCC(CC)C(=O)N1C2CCN(C)CC2c3cc(C)ccc13,CCCCC(CC)C(=O)N1c2ccc(C)cc2C2CN(C)CCC21,C21H32N2O,328.5,4.14
CN3CCC2C(C3)c4cc(C)ccc4N2C(=O)C=Cc1ccccc1,Cc1ccc2c(c1)C1CN(C)CCC1N2C(=O)C=Cc1ccccc1,C22H24N2O,332.447,3.49
CC(C)=CCCC(C)=CCOC(=O)C(C)c1cc2ccc(OC)cc2cc1,COc1ccc2cc(C(C)C(=O)OCC=C(C)CCC=C(C)C)ccc2c1,C24H30O3,366.501,7.77
Clc2ccc(Cl)cc2C(=O)N(C(C)(C)C)NC(=O)c1ccccc1,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cc(Cl)ccc1Cl,C18H18Cl2N2O2,365.26,3.36
C1=NC(=C(N1)C(=O)N)N=NN(CCC#N)CCC#N,N#CCCN(CCC#N)N=Nc1nc[nH]c1C(N)=O,C10H12N8O,260.261,-0.76
C1CC2C(=O)N(c3ccc(Cl)cc3)C(=O)C=2CC1,O=C1C2=C(CCCC2)C(=O)N1c1ccc(Cl)cc1,C14H12ClNO2,261.708,3.32
O=C1OC(=Nc3ccc(Cl)cc3)C2CCCCC1=2,O=C1OC(=Nc2ccc(Cl)cc2)C2=C1CCCC2,C14H12ClNO2,261.708,3.84
CN(C)C=C[N+]([O-])=O,CN(C)C=C[N+](=O)[O-],C4H8N2O2,116.12,-0.8
Cc1[nH]nc(C(N)=O)c1[N+]([O-])=O,Cc1[nH]nc(C(N)=O)c1[N+](=O)[O-],C5H6N4O3,170.128,-0.38
Cc1cc(NN)ncn1,Cc1cc(NN)ncn1,C5H8N4,124.147,0.62
C[S](=O)(=O)CCC(N)C(O)=O,CS(=O)(=O)CCC(N)C(=O)O,C5H11NO4S,181.213,-3.1
OC(=O)Cn1cccc1,O=C(O)Cn1cccc1,C6H7NO2,125.127,0.7
CNC(=O)c1occc1,CNC(=O)c1ccco1,C6H7NO2,125.127,0.23
NC(C(O)=O)c1sccc1,NC(C(=O)O)c1cccs1,C6H7NO2S,157.194,-2.05
CC(Cl)c1nc(C)[nH]c1[N+]([O-])=O,Cc1nc(C(C)Cl)c([N+](=O)[O-])[nH]1,C6H8ClN3O2,189.602,0.88
CNC(=O)c1n[nH]c(C)c1[N+]([O-])=O,CNC(=O)c1n[nH]c(C)c1[N+](=O)[O-],C6H8N4O3,184.155,-0.23
CNc1nc(NC)nc(SC(F)F)n1,CNc1nc(NC)nc(SC(F)F)n1,C6H9F2N5S,221.236,2.31
CN(C)c1cccnc1,CN(C)c1cccnc1,C7H10N2,122.171,1.41
CCN1C=C(C)C(=O)NC1=O,CCn1cc(C)c(=O)[nH]c1=O,C7H10N2O2,154.169,-0.15
OC1C(O)C(OC1CI)n2ccnc2[N+]([O-])=O,O=[N+]([O-])c1nccn1C1OC(CI)C(O)C1O,C8H10IN3O5,355.088,0.32
CNc1nc(NC(C)C)nc(SC(F)F)n1,CNc1nc(NC(C)C)nc(SC(F)F)n1,C8H13F2N5S,249.29,3.27
CCCNc1nc(NC)nc(SC(F)F)n1,CCCNc1nc(NC)nc(SC(F)F)n1,C8H13F2N5S,249.29,3.28
CCCC(NC(C)=O)C(=O)OC,CCCC(NC(C)=O)C(=O)OC,C8H15NO3,173.212,0.33
C1=CC2=C(C=CN2)C=C1NC=O,O=CNc1ccc2[nH]ccc2c1,C9H8N2O,160.176,1.07
Cn1c(N)nc2ccc(cc12)C#N,Cn1c(N)nc2ccc(C#N)cc21,C9H8N4,172.191,1.11
Cn1c(N)nc2cc(ccc12)C#N,Cn1c(N)nc2cc(C#N)ccc21,C9H8N4,172.191,1.11
NC(=O)Nc1onc(n1)c2ccccc2,NC(=O)Nc1nc(-c2ccccc2)no1,C9H8N4O2,204.189,1.76
O=C1CC(N1)Sc2ccccc2,O=C1CC(Sc2ccccc2)N1,C9H9NOS,179.244,1.58
c1c3c(CNCC3)c2nnsc2c1,c1cc2snnc2c2c1CCNC2,C9H9N3S,191.259,1.35
CN(C)C(=O)c1ccccc1O,CN(C)C(=O)c1ccccc1O,C9H11NO2,165.192,0.44
CN(C)N=Nc1ccc2[nH]ncc2c1,CN(C)N=Nc1ccc2[nH]ncc2c1,C9H11N5,189.222,2.36
CCn1cnc2c(NC(C)=O)ncnc12,CCn1cnc2c(NC(C)=O)ncnc21,C9H11N5O,205.221,-0.41
C=CCOc1noc2CCNCc12,C=CCOc1noc2c1CNCC2,C9H12N2O2,180.207,0.56
COc1ccc(cc1)N=NN(C)C,COc1ccc(N=NN(C)C)cc1,C9H13N3O,179.223,2.99
CCCCN1C=C(C)C(=O)NC1=O,CCCCn1cc(C)c(=O)[nH]c1=O,C9H14N2O2,182.223,0.91
CCCCNc1nc(NC)nc(SC(F)F)n1,CCCCNc1nc(NC)nc(SC(F)F)n1,C9H15F2N5S,263.317,3.7
CCCNc1nc(NCC)nc(SC(F)F)n1,CCCNc1nc(NCC)nc(SC(F)F)n1,C9H15F2N5S,263.317,3.8
COC(=O)C(CC(C)C)NC(C)=O,COC(=O)C(CC(C)C)NC(C)=O,C9H17NO3,187.239,0.84
OCc1ccc2cccnc2c1,OCc1ccc2cccnc2c1,C10H9NO,159.188,1.29
CN(CC(F)(F)F)N=Nc1ccc(cc1)C(N)=O,CN(CC(F)(F)F)N=Nc1ccc(C(N)=O)cc1,C10H11F3N4O,260.219,1.86
COc1ccc(CC#N)cc1OC,COc1ccc(CC#N)cc1OC,C10H11NO2,177.203,1.15
COC(=O)c1ccccc1N=NN(C)C,COC(=O)c1ccccc1N=NN(C)C,C10H13N3O2,207.233,2.51
COC(=O)c1cccc(c1)N=NN(C)C,COC(=O)c1cccc(N=NN(C)C)c1,C10H13N3O2,207.233,3.12
COC(=O)c1ccc(cc1)N=NN(C)C,COC(=O)c1ccc(N=NN(C)C)cc1,C10H13N3O2,207.233,3.22
CN(C)C1=CC(=O)C(=CC1=O)N(C)C,CN(C)C1=CC(=O)C(N(C)C)=CC1=O,C10H14N2O2,194.234,1.03
CCN(CC)N=Nc1ccc(cc1)[N+]([O-])=O,CCN(CC)N=Nc1ccc([N+](=O)[O-])cc1,C10H14N4O2,222.248,4.17
CCOc1ccccc1OCC,CCOc1ccccc1OCC,C10H14O2,166.22,2.42
COc1c(O)c(C)c(C)c(O)c1OC,COc1c(O)c(C)c(C)c(O)c1OC,C10H14O4,198.218,1.6
OCCCCCc1ccccn1,OCCCCCc1ccccn1,C10H15NO,165.236,1.28
CC(C)Nc1nc(NC(C)C)nc(SC(F)F)n1,CC(C)Nc1nc(NC(C)C)nc(SC(F)F)n1,C10H17F2N5S,277.344,4.25
CCCCNc1nc(NCC)nc(SC(F)F)n1,CCCCNc1nc(NCC)nc(SC(F)F)n1,C10H17F2N5S,277.344,4.51
CNC(=O)C(C)(C(=O)N(C)C)C(=O)N(C)C,CNC(=O)C(C)(C(=O)N(C)C)C(=O)N(C)C,C10H19N3O3,229.28,-3.09
FC(F)(F)C(=O)Nc1cccc2cccnc12,O=C(Nc1cccc2cccnc12)C(F)(F)F,C11H7F3N2O,240.184,3.24
ClC3C(=O)C(N2CC2)=C(C)C(=O)C=3N1CC1,CC1=C(N2CC2)C(=O)C(Cl)=C(N2CC2)C1=O,C11H11ClN2O2,238.674,1.2
NC(Cc1c[nH]c2cccc(F)c12)C(O)=O,NC(Cc1c[nH]c2cccc(F)c12)C(=O)O,C11H11FN2O2,222.219,-1.07
NC(Cc1c[nH]c2ccc(F)cc12)C(O)=O,NC(Cc1c[nH]c2ccc(F)cc12)C(=O)O,C11H11FN2O2,222.219,-0.78
NC(Cc1c[nH]c2cc(F)ccc12)C(O)=O,NC(Cc1c[nH]c2cc(F)ccc12)C(=O)O,C11H11FN2O2,222.219,-0.78
CCc1cccc2cccnc12,CCc1cccc2cccnc12,C11H11N,157.216,2.93
Cn1cc(C(C)=O)c2ccccc12,CC(=O)c1cn(C)c2ccccc12,C11H11NO,173.215,1.95
CC(C)C(C#N)c1ccccc1,CC(C)C(C#N)c1ccccc1,C11H13N,159.232,2.33
CN(C)N=Nc1ccc(C=CC(O)=O)cc1,CN(C)N=Nc1ccc(C=CC(=O)O)cc1,C11H13N3O2,219.244,2.66
CN(C)CCOC(=O)c1ccc(Cl)cc1,CN(C)CCOC(=O)c1ccc(Cl)cc1,C11H14ClNO2,227.691,2.63
CN(C)CCOC(=O)c1ccc(cc1)[N+]([O-])=O,CN(C)CCOC(=O)c1ccc([N+](=O)[O-])cc1,C11H14N2O4,238.243,1.7
CN(C)CC=Cc1ccccc1,CN(C)CC=Cc1ccccc1,C11H15N,161.248,2.61
CN(C)CCOC(=O)c1ccccc1,CN(C)CCOC(=O)c1ccccc1,C11H15NO2,193.246,2.06
C1C2CC3CC1CC(C2)(C3)n4cnnn4,c1nnnn1C12CC3CC(CC(C3)C1)C2,C11H16N4,204.277,2.95
CCN(CC)N=Nc1ccc(cc1)C(N)=O,CCN(CC)N=Nc1ccc(C(N)=O)cc1,C11H16N4O,220.276,2.26
NC(=N)NCCCCc1ccccc1,N=C(N)NCCCCc1ccccc1,C11H17N3,191.278,1.59
CCN(CC)N=Nc1ccc(cc1)[S](C)(=O)=O,CCN(CC)N=Nc1ccc(S(C)(=O)=O)cc1,C11H17N3O2S,255.343,2.6
CCCCCCN1C=C(C)C(=O)NC1=O,CCCCCCn1cc(C)c(=O)[nH]c1=O,C11H18N2O2,210.277,1.93
CCN(CC)[S](=O)(=O)c1ccc(OC)c(N)c1,CCN(CC)S(=O)(=O)c1ccc(OC)c(N)c1,C11H18N2O3S,258.343,1.7
CCCCCCC(NC(C)=O)C(=O)OC,CCCCCCC(NC(C)=O)C(=O)OC,C11H21NO3,215.293,1.7
O=C1C=C(N2CC2)C(=O)c3ccccc13,O=C1C=C(N2CC2)C(=O)c2ccccc21,C12H9NO2,199.209,1.71
OC(=O)C(n1cccc1)c2ccc(Cl)cc2,O=C(O)C(c1ccc(Cl)cc1)n1cccc1,C12H10ClNO2,235.67,2.3
OC(=O)C(n1cccc1)c2ccccc2,O=C(O)C(c1ccccc1)n1cccc1,C12H11NO2,201.225,1.57
CN(C)C1=CC(=O)c2ccccc2C1=O,CN(C)C1=CC(=O)c2ccccc2C1=O,C12H11NO2,201.225,1.9
